CODIGO_ACTIVIDAD,ANIO,MES,CLASIFICADOR_ACTIVIDAD,CODIGO_ENTIDAD,ENTIDAD,PO_T1,HH_T1,RT_DN,VP,VV,ESTATUS
311,2013,	01,SS,	01,Aguascalientes,5617.000,1212.863,41246.000,1105819.000,1104538.000,Cifras definitivas
311,2013,	01,SS,	02,Baja California,7984.000,1697.060,76978.000,1243220.000,1229950.000,Cifras definitivas
311,2013,	01,SS,	04,Campeche,1298.000,301.280,14207.000,143159.000,91041.000,Cifras definitivas
311,2013,	01,SS,	05,Coahuila de Zaragoza,6360.000,1370.607,29094.000,1161626.000,1161608.000,Cifras definitivas
311,2013,	01,SS,	06,Colima,1915.000,464.663,9141.000,483008.000,414358.000,Cifras definitivas
311,2013,	01,SS,	07,Chiapas,5385.000,1157.726,39299.000,1120204.000,1070999.000,Cifras definitivas
311,2013,	01,SS,	08,Chihuahua,12442.000,2520.818,105821.000,1848746.000,1819893.000,Cifras definitivas
311,2013,	01,SS,	09,Ciudad de México,20572.000,4309.638,203714.000,5522423.000,5545949.000,Cifras definitivas
311,2013,	01,SS,	10,Durango,4572.000,960.080,11882.000,2084244.000,2076034.000,Cifras definitivas
311,2013,	01,SS,	11,Guanajuato,26403.000,5603.664,152213.000,4673307.000,4512632.000,Cifras definitivas
311,2013,	01,SS,	13,Hidalgo,6915.000,1382.025,80592.000,938650.000,938799.000,Cifras definitivas
311,2013,	01,SS,	14,Jalisco,44965.000,9750.600,458817.000,9725736.000,9192941.000,Cifras definitivas
311,2013,	01,SS,	15,México,49413.000,10296.482,602790.000,11576945.000,11417314.000,Cifras definitivas
311,2013,	01,SS,	16,Michoacán de Ocampo,10707.000,2261.776,75320.000,1925209.000,1706229.000,Cifras definitivas
311,2013,	01,SS,	17,Morelos,2202.000,517.231,28284.000,701932.000,811914.000,Cifras definitivas
311,2013,	01,SS,	18,Nayarit,2013.000,436.264,31907.000,504295.000,365430.000,Cifras definitivas
311,2013,	01,SS,	19,Nuevo León,34501.000,7253.544,263254.000,4841886.000,4829288.000,Cifras definitivas
311,2013,	01,SS,	20,Oaxaca,2609.000,569.433,38071.000,586715.000,371901.000,Cifras definitivas
311,2013,	01,SS,	21,Puebla,12956.000,2761.534,90991.000,2884363.000,3051434.000,Cifras definitivas
311,2013,	01,SS,	22,Querétaro de Arteaga,8045.000,1728.447,50491.000,2517867.000,2343712.000,Cifras definitivas
311,2013,	01,SS,	24,San Luis Potosí,10299.000,2218.300,108708.000,2007640.000,1610846.000,Cifras definitivas
311,2013,	01,SS,	25,Sinaloa,13776.000,2905.855,72281.000,2206442.000,2088501.000,Cifras definitivas
311,2013,	01,SS,	26,Sonora,13665.000,2891.852,57156.000,2471653.000,2477504.000,Cifras definitivas
311,2013,	01,SS,	27,Tabasco,2779.000,674.635,39432.000,463200.000,322447.000,Cifras definitivas
311,2013,	01,SS,	28,Tamaulipas,3914.000,895.976,46518.000,538094.000,473863.000,Cifras definitivas
311,2013,	01,SS,	29,Tlaxcala,3018.000,628.395,30800.000,395153.000,391950.000,Cifras definitivas
311,2013,	01,SS,	30,Veracruz de Ignacio de la Llave,25651.000,5855.654,329450.000,7592541.000,6166059.000,Cifras definitivas
311,2013,	01,SS,	31,Yucatán,7667.000,1600.869,40579.000,1874589.000,1854222.000,Cifras definitivas
311,2013,	01,SS,	32,Zacatecas,1807.000,356.158,9405.000,205062.000,201354.000,Cifras definitivas
312,2013,	01,SS,	01,Aguascalientes,1348.000,269.689,1543.000,271805.000,271807.000,Cifras definitivas
312,2013,	01,SS,	02,Baja California,4860.000,1022.664,59311.000,840373.000,841084.000,Cifras definitivas
312,2013,	01,SS,	05,Coahuila de Zaragoza,4146.000,859.000,46913.000,1109978.000,1090582.000,Cifras definitivas
312,2013,	01,SS,	07,Chiapas,1263.000,280.359,12998.000,71448.000,71482.000,Cifras definitivas
312,2013,	01,SS,	08,Chihuahua,4127.000,865.639,44855.000,404404.000,404301.000,Cifras definitivas
312,2013,	01,SS,	09,Ciudad de México,2908.000,676.526,53598.000,1710239.000,1710076.000,Cifras definitivas
312,2013,	01,SS,	11,Guanajuato,2309.000,508.208,17879.000,85918.000,85912.000,Cifras definitivas
312,2013,	01,SS,	13,Hidalgo,1271.000,259.852,8032.000,288176.000,288176.000,Cifras definitivas
312,2013,	01,SS,	14,Jalisco,13994.000,2876.939,99271.000,2802123.000,3322759.000,Cifras definitivas
312,2013,	01,SS,	15,México,9743.000,1994.520,44869.000,4635322.000,4570196.000,Cifras definitivas
312,2013,	01,SS,	16,Michoacán de Ocampo,1205.000,268.536,15604.000,82655.000,82588.000,Cifras definitivas
312,2013,	01,SS,	17,Morelos,483.000,103.525,6791.000,63981.000,63937.000,Cifras definitivas
312,2013,	01,SS,	18,Nayarit,1069.000,219.908,14358.000,75844.000,75772.000,Cifras definitivas
312,2013,	01,SS,	19,Nuevo León,6676.000,1386.667,62474.000,1639114.000,3457015.000,Cifras definitivas
312,2013,	01,SS,	20,Oaxaca,2009.000,417.735,34613.000,544826.000,544854.000,Cifras definitivas
312,2013,	01,SS,	21,Puebla,2142.000,467.906,6443.000,437489.000,437341.000,Cifras definitivas
312,2013,	01,SS,	22,Querétaro de Arteaga,1828.000,379.000,22104.000,502478.000,485749.000,Cifras definitivas
312,2013,	01,SS,	23,Quintana Roo,970.000,226.130,23081.000,238097.000,237682.000,Cifras definitivas
312,2013,	01,SS,	24,San Luis Potosí,650.000,140.255,3804.000,254580.000,252929.000,Cifras definitivas
312,2013,	01,SS,	25,Sinaloa,3112.000,663.746,40920.000,330664.000,331295.000,Cifras definitivas
312,2013,	01,SS,	26,Sonora,3276.000,704.338,35260.000,649443.000,649440.000,Cifras definitivas
312,2013,	01,SS,	27,Tabasco,1488.000,340.760,10530.000,91205.000,91131.000,Cifras definitivas
312,2013,	01,SS,	28,Tamaulipas,2264.000,472.757,32865.000,249683.000,248007.000,Cifras definitivas
312,2013,	01,SS,	30,Veracruz de Ignacio de la Llave,2529.000,542.606,17352.000,621061.000,616466.000,Cifras definitivas
312,2013,	01,SS,	31,Yucatán,1918.000,399.000,4035.000,620406.000,620073.000,Cifras definitivas
313,2013,	01,SS,	01,Aguascalientes,1193.000,232.000,3523.000,46593.000,45428.000,Cifras definitivas
313,2013,	01,SS,	09,Ciudad de México,4288.000,893.000,32083.000,364314.000,276992.000,Cifras definitivas
313,2013,	01,SS,	11,Guanajuato,2412.000,478.000,23721.000,242982.000,241709.000,Cifras definitivas
313,2013,	01,SS,	13,Hidalgo,8560.000,1606.000,51514.000,484137.000,494936.000,Cifras definitivas
313,2013,	01,SS,	14,Jalisco,1664.000,399.000,16687.000,74927.000,80422.000,Cifras definitivas
313,2013,	01,SS,	15,México,16668.000,3317.000,97365.000,932750.000,877255.000,Cifras definitivas
313,2013,	01,SS,	17,Morelos,1794.000,361.000,15165.000,31930.000,27462.000,Cifras definitivas
313,2013,	01,SS,	21,Puebla,12018.000,2251.000,75568.000,477305.000,494754.000,Cifras definitivas
313,2013,	01,SS,	24,San Luis Potosí,627.000,133.000,11417.000,159473.000,128755.000,Cifras definitivas
313,2013,	01,SS,	29,Tlaxcala,2853.000,553.000,26052.000,187540.000,199377.000,Cifras definitivas
313,2013,	01,SS,	31,Yucatán,335.000,77.000,1858.000,18693.000,18693.000,Cifras definitivas
314,2013,	01,SS,	02,Baja California,887.000,171.000,7166.000,,,Cifras definitivas
314,2013,	01,SS,	08,Chihuahua,772.000,120.000,,,,Cifras definitivas
314,2013,	01,SS,	09,Ciudad de México,1184.000,227.000,6645.000,80719.000,77448.000,Cifras definitivas
314,2013,	01,SS,	11,Guanajuato,1292.000,243.000,8195.000,111030.000,103758.000,Cifras definitivas
314,2013,	01,SS,	14,Jalisco,1066.000,219.000,7319.000,49281.000,49752.000,Cifras definitivas
314,2013,	01,SS,	15,México,3784.000,746.000,21502.000,214745.000,207964.000,Cifras definitivas
314,2013,	01,SS,	16,Michoacán de Ocampo,1904.000,421.000,12149.000,129470.000,133885.000,Cifras definitivas
314,2013,	01,SS,	19,Nuevo León,1829.000,372.000,10882.000,130086.000,129761.000,Cifras definitivas
314,2013,	01,SS,	21,Puebla,1948.000,397.000,11059.000,67874.000,72357.000,Cifras definitivas
314,2013,	01,SS,	22,Querétaro de Arteaga,487.000,80.000,3395.000,22392.000,22228.000,Cifras definitivas
314,2013,	01,SS,	24,San Luis Potosí,1024.000,223.000,4284.000,61629.000,61211.000,Cifras definitivas
314,2013,	01,SS,	26,Sonora,184.000,34.000,1075.000,,,Cifras definitivas
314,2013,	01,SS,	28,Tamaulipas,370.000,55.000,3211.000,,,Cifras definitivas
314,2013,	01,SS,	29,Tlaxcala,473.000,94.000,3020.000,6882.000,7026.000,Cifras definitivas
314,2013,	01,SS,	30,Veracruz de Ignacio de la Llave,761.000,164.000,3718.000,37707.000,37635.000,Cifras definitivas
314,2013,	01,SS,	31,Yucatán,769.000,155.000,5226.000,32913.000,27443.000,Cifras definitivas
315,2013,	01,SS,	01,Aguascalientes,8079.000,1625.000,56346.000,32695.000,24920.000,Cifras definitivas
315,2013,	01,SS,	02,Baja California,6420.000,1371.000,42481.000,,,Cifras definitivas
315,2013,	01,SS,	04,Campeche,6069.000,1128.000,35622.000,,,Cifras definitivas
315,2013,	01,SS,	05,Coahuila de Zaragoza,13477.000,2576.000,67575.000,3746.000,3689.000,Cifras definitivas
315,2013,	01,SS,	08,Chihuahua,4522.000,611.000,33522.000,,,Cifras definitivas
315,2013,	01,SS,	09,Ciudad de México,15169.000,2871.000,106540.000,953882.000,951503.000,Cifras definitivas
315,2013,	01,SS,	10,Durango,10938.000,2098.000,18223.000,16856.000,16856.000,Cifras definitivas
315,2013,	01,SS,	11,Guanajuato,4769.000,917.000,13711.000,109754.000,109183.000,Cifras definitivas
315,2013,	01,SS,	13,Hidalgo,9394.000,1686.000,46317.000,105791.000,110232.000,Cifras definitivas
315,2013,	01,SS,	14,Jalisco,3646.000,721.000,15957.000,58481.000,58133.000,Cifras definitivas
315,2013,	01,SS,	15,México,24101.000,4508.000,124455.000,1219670.000,1231913.000,Cifras definitivas
315,2013,	01,SS,	16,Michoacán de Ocampo,203.000,40.000,912.000,5432.000,5432.000,Cifras definitivas
315,2013,	01,SS,	17,Morelos,1414.000,299.000,8365.000,,,Cifras definitivas
315,2013,	01,SS,	19,Nuevo León,4066.000,809.000,28098.000,118139.000,113507.000,Cifras definitivas
315,2013,	01,SS,	21,Puebla,12771.000,2646.000,60867.000,215239.000,232276.000,Cifras definitivas
315,2013,	01,SS,	22,Querétaro de Arteaga,4995.000,810.000,27913.000,82127.000,87023.000,Cifras definitivas
315,2013,	01,SS,	24,San Luis Potosí,1789.000,338.000,8887.000,,,Cifras definitivas
315,2013,	01,SS,	26,Sonora,6670.000,1518.000,15533.000,,,Cifras definitivas
315,2013,	01,SS,	28,Tamaulipas,1614.000,289.000,6973.000,22151.000,19616.000,Cifras definitivas
315,2013,	01,SS,	29,Tlaxcala,5117.000,895.000,27601.000,41907.000,40826.000,Cifras definitivas
315,2013,	01,SS,	30,Veracruz de Ignacio de la Llave,1122.000,150.000,3820.000,0.000,0.000,Cifras definitivas
315,2013,	01,SS,	31,Yucatán,10758.000,2201.000,56850.000,45649.000,45276.000,Cifras definitivas
316,2013,	01,SS,	02,Baja California,1003.000,203.000,9488.000,,,Cifras definitivas
316,2013,	01,SS,	05,Coahuila de Zaragoza,2485.000,499.000,20659.000,,,Cifras definitivas
316,2013,	01,SS,	08,Chihuahua,3960.000,887.000,35110.000,2227.000,2234.000,Cifras definitivas
316,2013,	01,SS,	09,Ciudad de México,1378.000,271.000,13989.000,82086.000,81390.000,Cifras definitivas
316,2013,	01,SS,	11,Guanajuato,58680.000,11005.000,330640.000,2337201.000,2268422.000,Cifras definitivas
316,2013,	01,SS,	13,Hidalgo,505.000,105.000,2009.000,18070.000,18373.000,Cifras definitivas
316,2013,	01,SS,	14,Jalisco,8843.000,1694.000,36203.000,251497.000,251683.000,Cifras definitivas
316,2013,	01,SS,	15,México,3049.000,617.000,20837.000,114775.000,104467.000,Cifras definitivas
316,2013,	01,SS,	16,Michoacán de Ocampo,240.000,48.000,811.000,11480.000,10467.000,Cifras definitivas
316,2013,	01,SS,	19,Nuevo León,992.000,208.000,5916.000,88273.000,87899.000,Cifras definitivas
316,2013,	01,SS,	24,San Luis Potosí,186.000,37.000,160.000,7256.000,7256.000,Cifras definitivas
316,2013,	01,SS,	30,Veracruz de Ignacio de la Llave,384.000,81.000,3002.000,23736.000,23725.000,Cifras definitivas
316,2013,	01,SS,	31,Yucatán,70.000,14.000,353.000,547.000,423.000,Cifras definitivas
321,2013,	01,SS,	01,Aguascalientes,81.000,21.000,255.000,1061.000,1211.000,Cifras definitivas
321,2013,	01,SS,	02,Baja California,1013.000,208.000,9161.000,35569.000,36441.000,Cifras definitivas
321,2013,	01,SS,	08,Chihuahua,2548.000,545.000,17305.000,149744.000,150916.000,Cifras definitivas
321,2013,	01,SS,	09,Ciudad de México,517.000,102.000,3605.000,21481.000,21481.000,Cifras definitivas
321,2013,	01,SS,	10,Durango,4669.000,901.000,26670.000,316880.000,281651.000,Cifras definitivas
321,2013,	01,SS,	14,Jalisco,771.000,167.000,5065.000,27821.000,27456.000,Cifras definitivas
321,2013,	01,SS,	15,México,1140.000,239.000,6054.000,54757.000,54857.000,Cifras definitivas
321,2013,	01,SS,	16,Michoacán de Ocampo,484.000,114.000,926.000,64476.000,49195.000,Cifras definitivas
321,2013,	01,SS,	19,Nuevo León,1552.000,319.000,16042.000,144666.000,143775.000,Cifras definitivas
321,2013,	01,SS,	20,Oaxaca,746.000,142.000,1927.000,22989.000,18295.000,Cifras definitivas
321,2013,	01,SS,	21,Puebla,191.000,43.000,737.000,15935.000,15934.000,Cifras definitivas
321,2013,	01,SS,	22,Querétaro de Arteaga,530.000,115.000,3965.000,23116.000,23054.000,Cifras definitivas
321,2013,	01,SS,	24,San Luis Potosí,374.000,71.000,1474.000,23778.000,24257.000,Cifras definitivas
321,2013,	01,SS,	26,Sonora,409.000,77.000,2736.000,5956.000,6309.000,Cifras definitivas
321,2013,	01,SS,	28,Tamaulipas,271.000,59.000,1881.000,13239.000,13239.000,Cifras definitivas
322,2013,	01,SS,	01,Aguascalientes,1184.000,239.000,9358.000,96262.000,94735.000,Cifras definitivas
322,2013,	01,SS,	02,Baja California,6227.000,1398.000,85589.000,641697.000,616545.000,Cifras definitivas
322,2013,	01,SS,	05,Coahuila de Zaragoza,1617.000,368.000,18210.000,488356.000,478402.000,Cifras definitivas
322,2013,	01,SS,	08,Chihuahua,2924.000,603.000,36420.000,427738.000,426819.000,Cifras definitivas
322,2013,	01,SS,	09,Ciudad de México,6984.000,1412.000,72618.000,602499.000,580908.000,Cifras definitivas
322,2013,	01,SS,	11,Guanajuato,3321.000,713.000,33625.000,617053.000,614287.000,Cifras definitivas
322,2013,	01,SS,	13,Hidalgo,1338.000,305.000,,614610.000,586014.000,Cifras definitivas
322,2013,	01,SS,	14,Jalisco,4235.000,877.000,43085.000,590354.000,601564.000,Cifras definitivas
322,2013,	01,SS,	15,México,16873.000,3645.000,206726.000,2984793.000,3012778.000,Cifras definitivas
322,2013,	01,SS,	19,Nuevo León,11314.000,2409.000,102783.000,1854961.000,1773411.000,Cifras definitivas
322,2013,	01,SS,	21,Puebla,1488.000,324.000,19896.000,476018.000,482123.000,Cifras definitivas
322,2013,	01,SS,	22,Querétaro de Arteaga,3643.000,826.000,51824.000,1327672.000,1422630.000,Cifras definitivas
322,2013,	01,SS,	24,San Luis Potosí,2698.000,593.000,23130.000,323247.000,318151.000,Cifras definitivas
322,2013,	01,SS,	26,Sonora,1461.000,446.000,25726.000,171574.000,168115.000,Cifras definitivas
322,2013,	01,SS,	28,Tamaulipas,2631.000,551.000,25664.000,68104.000,69035.000,Cifras definitivas
322,2013,	01,SS,	30,Veracruz de Ignacio de la Llave,2039.000,478.000,25523.000,612694.000,573688.000,Cifras definitivas
323,2013,	01,SS,	02,Baja California,4784.000,977.000,35222.000,8256.000,7790.000,Cifras definitivas
323,2013,	01,SS,	05,Coahuila de Zaragoza,809.000,168.000,5368.000,49006.000,49401.000,Cifras definitivas
323,2013,	01,SS,	07,Chiapas,193.000,43.000,1914.000,803.000,803.000,Cifras definitivas
323,2013,	01,SS,	08,Chihuahua,2042.000,438.000,20481.000,33114.000,30621.000,Cifras definitivas
323,2013,	01,SS,	09,Ciudad de México,13000.000,2599.000,117047.000,811181.000,804836.000,Cifras definitivas
323,2013,	01,SS,	11,Guanajuato,923.000,182.000,9939.000,47482.000,46820.000,Cifras definitivas
323,2013,	01,SS,	14,Jalisco,1905.000,392.000,19383.000,97140.000,99528.000,Cifras definitivas
323,2013,	01,SS,	15,México,4880.000,966.000,40995.000,397294.000,396984.000,Cifras definitivas
323,2013,	01,SS,	19,Nuevo León,725.000,146.000,4543.000,45511.000,44339.000,Cifras definitivas
323,2013,	01,SS,	21,Puebla,637.000,138.000,1154.000,21500.000,21500.000,Cifras definitivas
323,2013,	01,SS,	22,Querétaro de Arteaga,2895.000,553.000,12480.000,235495.000,234503.000,Cifras definitivas
323,2013,	01,SS,	26,Sonora,518.000,114.000,4082.000,4682.000,4682.000,Cifras definitivas
323,2013,	01,SS,	28,Tamaulipas,2658.000,557.000,13600.000,,,Cifras definitivas
324,2013,	01,SS,	13,Hidalgo,3717.000,696.000,220049.000,9360791.000,9359901.000,Cifras definitivas
324,2013,	01,SS,	14,Jalisco,1489.000,296.000,17076.000,333392.000,332158.000,Cifras definitivas
324,2013,	01,SS,	15,México,1490.000,282.000,10275.000,633490.000,593749.000,Cifras definitivas
324,2013,	01,SS,	19,Nuevo León,4244.000,817.000,178375.000,7450827.000,7430588.000,Cifras definitivas
324,2013,	01,SS,	28,Tamaulipas,4247.000,806.000,263977.000,5200617.000,5200617.000,Cifras definitivas
325,2013,	01,SS,	02,Baja California,2472.000,511.000,31521.000,58508.000,52972.000,Cifras definitivas
325,2013,	01,SS,	05,Coahuila de Zaragoza,2292.000,435.000,35205.000,431297.000,431899.000,Cifras definitivas
325,2013,	01,SS,	08,Chihuahua,3106.000,690.000,38265.000,131842.000,133137.000,Cifras definitivas
325,2013,	01,SS,	09,Ciudad de México,36679.000,7215.000,652824.000,7362634.000,6900224.000,Cifras definitivas
325,2013,	01,SS,	11,Guanajuato,12625.000,2507.000,120594.000,3712744.000,3479158.000,Cifras definitivas
325,2013,	01,SS,	13,Hidalgo,1652.000,331.000,19236.000,207439.000,209420.000,Cifras definitivas
325,2013,	01,SS,	14,Jalisco,16513.000,3345.000,210851.000,3298324.000,3305809.000,Cifras definitivas
325,2013,	01,SS,	15,México,32720.000,6482.000,505444.000,9591035.000,8855926.000,Cifras definitivas
325,2013,	01,SS,	16,Michoacán de Ocampo,2410.000,481.000,17919.000,759047.000,782128.000,Cifras definitivas
325,2013,	01,SS,	17,Morelos,4100.000,792.000,42167.000,820299.000,729203.000,Cifras definitivas
325,2013,	01,SS,	19,Nuevo León,12211.000,2699.000,151611.000,2429119.000,2431727.000,Cifras definitivas
325,2013,	01,SS,	21,Puebla,5633.000,1221.000,67214.000,685744.000,700602.000,Cifras definitivas
325,2013,	01,SS,	22,Querétaro de Arteaga,6186.000,1275.000,53723.000,2328220.000,2080239.000,Cifras definitivas
325,2013,	01,SS,	24,San Luis Potosí,1037.000,216.000,4147.000,434164.000,445114.000,Cifras definitivas
325,2013,	01,SS,	26,Sonora,2277.000,525.000,3891.000,274826.000,271708.000,Cifras definitivas
325,2013,	01,SS,	27,Tabasco,3885.000,822.000,228296.000,3722846.000,3720175.000,Cifras definitivas
325,2013,	01,SS,	28,Tamaulipas,6450.000,1335.000,76971.000,8679500.000,8511650.000,Cifras definitivas
325,2013,	01,SS,	29,Tlaxcala,1768.000,404.000,18726.000,614625.000,598645.000,Cifras definitivas
325,2013,	01,SS,	30,Veracruz de Ignacio de la Llave,16484.000,3651.000,535981.000,8882539.000,8691103.000,Cifras definitivas
326,2013,	01,SS,	01,Aguascalientes,1300.000,258.000,10670.000,106809.000,97064.000,Cifras definitivas
326,2013,	01,SS,	02,Baja California,17181.000,3463.000,156950.000,382044.000,373167.000,Cifras definitivas
326,2013,	01,SS,	05,Coahuila de Zaragoza,9437.000,1854.000,36210.000,749268.000,748949.000,Cifras definitivas
326,2013,	01,SS,	08,Chihuahua,9221.000,1705.000,74026.000,102587.000,98412.000,Cifras definitivas
326,2013,	01,SS,	09,Ciudad de México,14870.000,3048.000,106797.000,1092663.000,1062949.000,Cifras definitivas
326,2013,	01,SS,	10,Durango,1062.000,197.000,,28495.000,30283.000,Cifras definitivas
326,2013,	01,SS,	11,Guanajuato,16987.000,3382.000,106427.000,1770722.000,1781511.000,Cifras definitivas
326,2013,	01,SS,	13,Hidalgo,3023.000,684.000,17242.000,272019.000,267468.000,Cifras definitivas
326,2013,	01,SS,	14,Jalisco,17368.000,3655.000,75643.000,1639786.000,1573258.000,Cifras definitivas
326,2013,	01,SS,	15,México,34308.000,6914.000,307482.000,3696209.000,3554020.000,Cifras definitivas
326,2013,	01,SS,	16,Michoacán de Ocampo,1447.000,310.000,11858.000,384743.000,394329.000,Cifras definitivas
326,2013,	01,SS,	17,Morelos,2796.000,589.000,73363.000,588667.000,518103.000,Cifras definitivas
326,2013,	01,SS,	19,Nuevo León,20540.000,4279.000,164177.000,1506292.000,1541610.000,Cifras definitivas
326,2013,	01,SS,	21,Puebla,7547.000,1662.000,18797.000,714074.000,688547.000,Cifras definitivas
326,2013,	01,SS,	22,Querétaro de Arteaga,9513.000,1953.000,56388.000,961143.000,947026.000,Cifras definitivas
326,2013,	01,SS,	24,San Luis Potosí,4712.000,944.000,85367.000,717839.000,617689.000,Cifras definitivas
326,2013,	01,SS,	25,Sinaloa,283.000,65.000,3537.000,37258.000,35525.000,Cifras definitivas
326,2013,	01,SS,	26,Sonora,4768.000,910.000,52593.000,377085.000,354549.000,Cifras definitivas
326,2013,	01,SS,	28,Tamaulipas,10086.000,1968.000,80577.000,289481.000,271345.000,Cifras definitivas
326,2013,	01,SS,	29,Tlaxcala,2045.000,422.000,10958.000,160596.000,164503.000,Cifras definitivas
326,2013,	01,SS,	30,Veracruz de Ignacio de la Llave,1789.000,376.000,14325.000,96253.000,92372.000,Cifras definitivas
326,2013,	01,SS,	31,Yucatán,2897.000,618.000,10550.000,289664.000,301363.000,Cifras definitivas
327,2013,	01,SS,	01,Aguascalientes,1554.000,325.000,1786.000,297675.000,312649.000,Cifras definitivas
327,2013,	01,SS,	02,Baja California,5087.000,1056.000,54224.000,397972.000,354906.000,Cifras definitivas
327,2013,	01,SS,	05,Coahuila de Zaragoza,5536.000,1175.000,42075.000,651739.000,657778.000,Cifras definitivas
327,2013,	01,SS,	06,Colima,372.000,88.000,9493.000,164880.000,160810.000,Cifras definitivas
327,2013,	01,SS,	07,Chiapas,278.000,62.000,2395.000,21056.000,21056.000,Cifras definitivas
327,2013,	01,SS,	08,Chihuahua,4332.000,989.000,92120.000,582877.000,521799.000,Cifras definitivas
327,2013,	01,SS,	09,Ciudad de México,4198.000,919.000,39855.000,476499.000,499851.000,Cifras definitivas
327,2013,	01,SS,	10,Durango,1441.000,289.000,8906.000,47325.000,40094.000,Cifras definitivas
327,2013,	01,SS,	11,Guanajuato,2801.000,631.000,15954.000,287238.000,294816.000,Cifras definitivas
327,2013,	01,SS,	13,Hidalgo,2862.000,591.000,57024.000,1260560.000,1251647.000,Cifras definitivas
327,2013,	01,SS,	14,Jalisco,3934.000,864.000,57520.000,646512.000,640555.000,Cifras definitivas
327,2013,	01,SS,	15,México,15250.000,3423.000,130195.000,1520739.000,1511948.000,Cifras definitivas
327,2013,	01,SS,	16,Michoacán de Ocampo,372.000,85.000,2766.000,54362.000,53298.000,Cifras definitivas
327,2013,	01,SS,	17,Morelos,2408.000,454.000,8081.000,734054.000,675938.000,Cifras definitivas
327,2013,	01,SS,	18,Nayarit,151.000,36.000,2415.000,26397.000,24808.000,Cifras definitivas
327,2013,	01,SS,	19,Nuevo León,23726.000,5499.000,197727.000,2121581.000,2053961.000,Cifras definitivas
327,2013,	01,SS,	20,Oaxaca,908.000,210.000,23655.000,293742.000,300398.000,Cifras definitivas
327,2013,	01,SS,	21,Puebla,2228.000,499.000,18362.000,650604.000,666724.000,Cifras definitivas
327,2013,	01,SS,	22,Querétaro de Arteaga,2900.000,586.000,35933.000,413344.000,377902.000,Cifras definitivas
327,2013,	01,SS,	23,Quintana Roo,623.000,133.000,4590.000,52843.000,48941.000,Cifras definitivas
327,2013,	01,SS,	24,San Luis Potosí,4317.000,945.000,22130.000,1103749.000,1061921.000,Cifras definitivas
327,2013,	01,SS,	25,Sinaloa,490.000,101.000,5283.000,40106.000,37184.000,Cifras definitivas
327,2013,	01,SS,	26,Sonora,1374.000,294.000,24735.000,430046.000,424290.000,Cifras definitivas
327,2013,	01,SS,	27,Tabasco,394.000,88.000,7730.000,129427.000,129427.000,Cifras definitivas
327,2013,	01,SS,	28,Tamaulipas,2642.000,486.000,32254.000,80770.000,77130.000,Cifras definitivas
327,2013,	01,SS,	29,Tlaxcala,4289.000,945.000,5843.000,443040.000,406087.000,Cifras definitivas
327,2013,	01,SS,	30,Veracruz de Ignacio de la Llave,2819.000,632.000,43643.000,695877.000,702612.000,Cifras definitivas
327,2013,	01,SS,	31,Yucatán,1936.000,413.000,21038.000,196265.000,189545.000,Cifras definitivas
327,2013,	01,SS,	32,Zacatecas,478.000,106.000,7171.000,44130.000,33961.000,Cifras definitivas
331,2013,	01,SS,	02,Baja California,2214.000,456.000,26960.000,327008.000,319992.000,Cifras definitivas
331,2013,	01,SS,	05,Coahuila de Zaragoza,16895.000,3613.000,397650.000,9179370.000,9778608.000,Cifras definitivas
331,2013,	01,SS,	08,Chihuahua,2736.000,527.000,27046.000,12788.000,11310.000,Cifras definitivas
331,2013,	01,SS,	09,Ciudad de México,1910.000,402.000,9152.000,912445.000,913976.000,Cifras definitivas
331,2013,	01,SS,	10,Durango,1119.000,237.000,5190.000,128862.000,192167.000,Cifras definitivas
331,2013,	01,SS,	11,Guanajuato,2553.000,584.000,18490.000,1938247.000,1951238.000,Cifras definitivas
331,2013,	01,SS,	13,Hidalgo,2270.000,402.000,17142.000,54370.000,54954.000,Cifras definitivas
331,2013,	01,SS,	14,Jalisco,2881.000,602.000,19741.000,863423.000,834068.000,Cifras definitivas
331,2013,	01,SS,	15,México,7377.000,1513.000,49510.000,1430085.000,1493361.000,Cifras definitivas
331,2013,	01,SS,	19,Nuevo León,25631.000,5547.000,368240.000,8563270.000,8846209.000,Cifras definitivas
331,2013,	01,SS,	21,Puebla,1372.000,296.000,13701.000,564188.000,607545.000,Cifras definitivas
331,2013,	01,SS,	22,Querétaro de Arteaga,1271.000,250.000,12389.000,179813.000,182917.000,Cifras definitivas
331,2013,	01,SS,	24,San Luis Potosí,7317.000,1546.000,66721.000,2424147.000,2372030.000,Cifras definitivas
331,2013,	01,SS,	26,Sonora,1885.000,402.000,24176.000,3129949.000,3159907.000,Cifras definitivas
331,2013,	01,SS,	29,Tlaxcala,948.000,211.000,3000.000,399250.000,334177.000,Cifras definitivas
331,2013,	01,SS,	30,Veracruz de Ignacio de la Llave,7535.000,1494.000,155220.000,3752291.000,3145964.000,Cifras definitivas
332,2013,	01,SS,	01,Aguascalientes,1607.000,308.588,8614.000,46750.000,46216.000,Cifras definitivas
332,2013,	01,SS,	02,Baja California,18988.000,3537.320,214773.000,412072.000,402297.000,Cifras definitivas
332,2013,	01,SS,	05,Coahuila de Zaragoza,10371.000,2156.413,98147.000,939264.000,949293.000,Cifras definitivas
332,2013,	01,SS,	08,Chihuahua,6307.000,1101.175,60929.000,202787.000,199759.000,Cifras definitivas
