CODIGO_ACTIVIDAD,ANIO,MES,CLASIFICADOR_ACTIVIDAD,CODIGO_ENTIDAD,ENTIDAD,PO_T1,HH_T1,RT_DN,VP,VV,ESTATUS
315,2016,	07,SS,	11,Guanajuato,5513.000,1048.000,33336.000,150426.000,150627.000,Cifras definitivas
315,2016,	07,SS,	13,Hidalgo,9733.000,1873.000,68165.000,170444.000,164677.000,Cifras definitivas
315,2016,	07,SS,	14,Jalisco,2525.000,486.000,16258.000,57597.000,57454.000,Cifras definitivas
315,2016,	07,SS,	15,México,24318.000,4446.000,143640.000,1492110.000,1474295.000,Cifras definitivas
315,2016,	07,SS,	16,Michoacán de Ocampo,203.000,41.000,1150.000,10273.000,9914.000,Cifras definitivas
315,2016,	07,SS,	17,Morelos,867.000,150.000,7917.000,,,Cifras definitivas
315,2016,	07,SS,	19,Nuevo León,3595.000,743.000,29343.000,121129.000,120575.000,Cifras definitivas
315,2016,	07,SS,	21,Puebla,13374.000,2648.000,70450.000,335976.000,308716.000,Cifras definitivas
315,2016,	07,SS,	22,Querétaro de Arteaga,4444.000,874.000,36508.000,167251.000,133860.000,Cifras definitivas
315,2016,	07,SS,	24,San Luis Potosí,1936.000,381.000,13052.000,,,Cifras definitivas
315,2016,	07,SS,	26,Sonora,6790.000,1556.000,22333.000,,,Cifras definitivas
315,2016,	07,SS,	28,Tamaulipas,2111.000,352.000,9961.000,25314.000,25975.000,Cifras definitivas
315,2016,	07,SS,	29,Tlaxcala,4105.000,779.000,26618.000,87261.000,89605.000,Cifras definitivas
315,2016,	07,SS,	30,Veracruz de Ignacio de la Llave,1055.000,182.000,4380.000,0.000,0.000,Cifras definitivas
315,2016,	07,SS,	31,Yucatán,12538.000,2620.000,77321.000,92564.000,92626.000,Cifras definitivas
316,2016,	07,SS,	02,Baja California,1081.000,211.000,10991.000,,,Cifras definitivas
316,2016,	07,SS,	05,Coahuila de Zaragoza,2126.000,452.000,25927.000,,,Cifras definitivas
316,2016,	07,SS,	08,Chihuahua,4535.000,903.000,54766.000,2384.000,2384.000,Cifras definitivas
316,2016,	07,SS,	09,Ciudad de México,1181.000,234.000,10839.000,49581.000,45953.000,Cifras definitivas
316,2016,	07,SS,	11,Guanajuato,56357.000,11061.000,406115.000,3096883.000,3090705.000,Cifras definitivas
316,2016,	07,SS,	13,Hidalgo,709.000,149.000,4225.000,50837.000,50837.000,Cifras definitivas
316,2016,	07,SS,	14,Jalisco,7422.000,1466.000,43078.000,222349.000,229049.000,Cifras definitivas
316,2016,	07,SS,	15,México,3029.000,613.000,24296.000,112637.000,106238.000,Cifras definitivas
316,2016,	07,SS,	16,Michoacán de Ocampo,402.000,84.000,1504.000,19145.000,19351.000,Cifras definitivas
316,2016,	07,SS,	19,Nuevo León,1077.000,224.000,7143.000,144016.000,143528.000,Cifras definitivas
316,2016,	07,SS,	24,San Luis Potosí,198.000,40.000,2302.000,12912.000,12903.000,Cifras definitivas
316,2016,	07,SS,	30,Veracruz de Ignacio de la Llave,424.000,93.000,4050.000,34338.000,34321.000,Cifras definitivas
316,2016,	07,SS,	31,Yucatán,78.000,16.000,550.000,744.000,744.000,Cifras definitivas
321,2016,	07,SS,	01,Aguascalientes,77.000,20.000,251.000,1919.000,1137.000,Cifras definitivas
321,2016,	07,SS,	02,Baja California,1156.000,232.000,9178.000,59573.000,58516.000,Cifras definitivas
321,2016,	07,SS,	08,Chihuahua,2548.000,534.000,18091.000,225881.000,223991.000,Cifras definitivas
321,2016,	07,SS,	09,Ciudad de México,383.000,76.000,2856.000,12697.000,12697.000,Cifras definitivas
321,2016,	07,SS,	10,Durango,4724.000,956.000,35359.000,418249.000,392104.000,Cifras definitivas
321,2016,	07,SS,	14,Jalisco,535.000,109.000,3872.000,20350.000,19563.000,Cifras definitivas
321,2016,	07,SS,	15,México,1020.000,215.000,8540.000,119552.000,120671.000,Cifras definitivas
321,2016,	07,SS,	16,Michoacán de Ocampo,404.000,96.000,797.000,83049.000,82757.000,Cifras definitivas
321,2016,	07,SS,	19,Nuevo León,1826.000,359.000,19487.000,190094.000,175830.000,Cifras definitivas
321,2016,	07,SS,	20,Oaxaca,634.000,109.000,2086.000,26466.000,29914.000,Cifras definitivas
321,2016,	07,SS,	21,Puebla,161.000,34.000,862.000,13950.000,13950.000,Cifras definitivas
321,2016,	07,SS,	22,Querétaro de Arteaga,550.000,116.000,5438.000,37148.000,41183.000,Cifras definitivas
321,2016,	07,SS,	24,San Luis Potosí,400.000,76.000,1758.000,27899.000,26744.000,Cifras definitivas
321,2016,	07,SS,	26,Sonora,321.000,66.000,2356.000,8541.000,8530.000,Cifras definitivas
321,2016,	07,SS,	28,Tamaulipas,216.000,50.000,1360.000,10106.000,10106.000,Cifras definitivas
322,2016,	07,SS,	01,Aguascalientes,1582.000,324.000,14285.000,169755.000,162424.000,Cifras definitivas
322,2016,	07,SS,	02,Baja California,7899.000,1702.000,129300.000,977423.000,975759.000,Cifras definitivas
322,2016,	07,SS,	05,Coahuila de Zaragoza,1391.000,327.000,18755.000,536116.000,545022.000,Cifras definitivas
322,2016,	07,SS,	08,Chihuahua,3094.000,647.000,39200.000,540605.000,539275.000,Cifras definitivas
322,2016,	07,SS,	09,Ciudad de México,6452.000,1263.000,71867.000,753456.000,709437.000,Cifras definitivas
322,2016,	07,SS,	11,Guanajuato,3337.000,713.000,35457.000,680230.000,688050.000,Cifras definitivas
322,2016,	07,SS,	13,Hidalgo,1180.000,286.000,,657996.000,657996.000,Cifras definitivas
322,2016,	07,SS,	14,Jalisco,4036.000,885.000,55495.000,800481.000,791540.000,Cifras definitivas
322,2016,	07,SS,	15,México,17768.000,3816.000,239799.000,3781098.000,3681437.000,Cifras definitivas
322,2016,	07,SS,	19,Nuevo León,13469.000,2908.000,135459.000,2671879.000,2720910.000,Cifras definitivas
322,2016,	07,SS,	21,Puebla,1711.000,371.000,26049.000,593899.000,668913.000,Cifras definitivas
322,2016,	07,SS,	22,Querétaro de Arteaga,3773.000,835.000,66492.000,1796558.000,1955411.000,Cifras definitivas
322,2016,	07,SS,	24,San Luis Potosí,3276.000,740.000,49277.000,371724.000,363942.000,Cifras definitivas
322,2016,	07,SS,	26,Sonora,3752.000,810.000,43101.000,354722.000,352574.000,Cifras definitivas
322,2016,	07,SS,	28,Tamaulipas,2098.000,425.000,25323.000,109119.000,112642.000,Cifras definitivas
322,2016,	07,SS,	30,Veracruz de Ignacio de la Llave,1991.000,454.000,19646.000,587703.000,565440.000,Cifras definitivas
323,2016,	07,SS,	02,Baja California,5696.000,1034.000,45235.000,11515.000,11515.000,Cifras definitivas
323,2016,	07,SS,	05,Coahuila de Zaragoza,569.000,114.000,5413.000,12305.000,12305.000,Cifras definitivas
323,2016,	07,SS,	07,Chiapas,174.000,38.000,2558.000,13140.000,13140.000,Cifras definitivas
323,2016,	07,SS,	08,Chihuahua,2062.000,392.000,22835.000,42182.000,39736.000,Cifras definitivas
323,2016,	07,SS,	09,Ciudad de México,11869.000,2329.000,122510.000,1191645.000,1183868.000,Cifras definitivas
323,2016,	07,SS,	11,Guanajuato,1001.000,202.000,11275.000,68503.000,68229.000,Cifras definitivas
323,2016,	07,SS,	14,Jalisco,2052.000,423.000,19461.000,132011.000,131567.000,Cifras definitivas
323,2016,	07,SS,	15,México,4679.000,932.000,51537.000,511398.000,516968.000,Cifras definitivas
323,2016,	07,SS,	19,Nuevo León,876.000,176.000,4915.000,59824.000,59824.000,Cifras definitivas
323,2016,	07,SS,	21,Puebla,625.000,129.000,1094.000,54515.000,54515.000,Cifras definitivas
323,2016,	07,SS,	22,Querétaro de Arteaga,2674.000,566.000,31251.000,245374.000,245374.000,Cifras definitivas
323,2016,	07,SS,	26,Sonora,648.000,118.000,4273.000,6749.000,6520.000,Cifras definitivas
323,2016,	07,SS,	28,Tamaulipas,2664.000,564.000,37564.000,,,Cifras definitivas
324,2016,	07,SS,	13,Hidalgo,3650.000,687.000,160102.000,6290539.000,6289244.000,Cifras definitivas
324,2016,	07,SS,	14,Jalisco,1343.000,253.000,16871.000,340134.000,340459.000,Cifras definitivas
324,2016,	07,SS,	15,México,1775.000,334.000,13247.000,665191.000,616926.000,Cifras definitivas
324,2016,	07,SS,	19,Nuevo León,3502.000,672.000,137340.000,1920094.000,1920508.000,Cifras definitivas
324,2016,	07,SS,	28,Tamaulipas,3896.000,746.000,162432.000,2045241.000,2045241.000,Cifras definitivas
325,2016,	07,SS,	02,Baja California,2735.000,488.000,37497.000,55964.000,55823.000,Cifras definitivas
325,2016,	07,SS,	05,Coahuila de Zaragoza,2417.000,451.000,45093.000,571877.000,621367.000,Cifras definitivas
325,2016,	07,SS,	08,Chihuahua,3030.000,665.000,45709.000,145223.000,108599.000,Cifras definitivas
325,2016,	07,SS,	09,Ciudad de México,28459.000,5430.000,523334.000,7148619.000,6229883.000,Cifras definitivas
325,2016,	07,SS,	11,Guanajuato,11861.000,2451.000,143640.000,4478845.000,4433943.000,Cifras definitivas
325,2016,	07,SS,	13,Hidalgo,1302.000,270.000,8908.000,247032.000,249614.000,Cifras definitivas
325,2016,	07,SS,	14,Jalisco,19729.000,3947.000,282843.000,4263290.000,3860579.000,Cifras definitivas
325,2016,	07,SS,	15,México,32345.000,6219.000,587931.000,12272284.000,11703852.000,Cifras definitivas
325,2016,	07,SS,	16,Michoacán de Ocampo,2634.000,532.000,23209.000,757317.000,651931.000,Cifras definitivas
325,2016,	07,SS,	17,Morelos,4133.000,797.000,50900.000,1210267.000,1123758.000,Cifras definitivas
325,2016,	07,SS,	19,Nuevo León,12504.000,2662.000,182888.000,2969891.000,2978829.000,Cifras definitivas
325,2016,	07,SS,	21,Puebla,5379.000,1078.000,69968.000,951306.000,1002249.000,Cifras definitivas
325,2016,	07,SS,	22,Querétaro de Arteaga,7356.000,1504.000,76289.000,2798056.000,2719382.000,Cifras definitivas
325,2016,	07,SS,	24,San Luis Potosí,941.000,198.000,6121.000,723925.000,741666.000,Cifras definitivas
325,2016,	07,SS,	26,Sonora,1476.000,312.000,4341.000,190080.000,190162.000,Cifras definitivas
325,2016,	07,SS,	27,Tabasco,3465.000,729.000,44618.000,3673288.000,3672924.000,Cifras definitivas
325,2016,	07,SS,	28,Tamaulipas,6832.000,1360.000,36459.000,7968386.000,7311440.000,Cifras definitivas
325,2016,	07,SS,	29,Tlaxcala,1753.000,390.000,18092.000,823262.000,894604.000,Cifras definitivas
325,2016,	07,SS,	30,Veracruz de Ignacio de la Llave,13841.000,2881.000,399860.000,8184606.000,8352128.000,Cifras definitivas
326,2016,	07,SS,	01,Aguascalientes,3237.000,628.000,29330.000,247449.000,233554.000,Cifras definitivas
326,2016,	07,SS,	02,Baja California,20484.000,4115.000,211319.000,554526.000,579484.000,Cifras definitivas
326,2016,	07,SS,	05,Coahuila de Zaragoza,11274.000,2199.000,67235.000,1041923.000,1055245.000,Cifras definitivas
326,2016,	07,SS,	08,Chihuahua,13653.000,2362.000,125698.000,151172.000,150313.000,Cifras definitivas
326,2016,	07,SS,	09,Ciudad de México,14682.000,2942.000,109757.000,1307431.000,1273599.000,Cifras definitivas
326,2016,	07,SS,	10,Durango,2053.000,355.000,,70471.000,56746.000,Cifras definitivas
326,2016,	07,SS,	11,Guanajuato,21131.000,4261.000,209112.000,2901393.000,2861519.000,Cifras definitivas
326,2016,	07,SS,	13,Hidalgo,2939.000,652.000,16797.000,229956.000,235990.000,Cifras definitivas
326,2016,	07,SS,	14,Jalisco,20248.000,4244.000,157950.000,1849271.000,1864134.000,Cifras definitivas
326,2016,	07,SS,	15,México,35551.000,7279.000,332774.000,4604181.000,4476220.000,Cifras definitivas
326,2016,	07,SS,	16,Michoacán de Ocampo,1588.000,346.000,14907.000,515673.000,523535.000,Cifras definitivas
326,2016,	07,SS,	17,Morelos,2940.000,637.000,89976.000,786731.000,759257.000,Cifras definitivas
326,2016,	07,SS,	19,Nuevo León,25244.000,5198.000,244816.000,2401417.000,2400952.000,Cifras definitivas
326,2016,	07,SS,	21,Puebla,6560.000,1427.000,39791.000,987078.000,942243.000,Cifras definitivas
326,2016,	07,SS,	22,Querétaro de Arteaga,12575.000,2613.000,92448.000,1833856.000,1780369.000,Cifras definitivas
326,2016,	07,SS,	24,San Luis Potosí,5518.000,1003.000,23701.000,932596.000,940034.000,Cifras definitivas
326,2016,	07,SS,	25,Sinaloa,311.000,73.000,4605.000,68916.000,69437.000,Cifras definitivas
326,2016,	07,SS,	26,Sonora,4673.000,1159.000,69674.000,539405.000,557044.000,Cifras definitivas
326,2016,	07,SS,	28,Tamaulipas,10520.000,2072.000,102842.000,410726.000,367418.000,Cifras definitivas
326,2016,	07,SS,	29,Tlaxcala,2343.000,477.000,18816.000,271887.000,276902.000,Cifras definitivas
326,2016,	07,SS,	30,Veracruz de Ignacio de la Llave,1594.000,293.000,13538.000,128434.000,125399.000,Cifras definitivas
326,2016,	07,SS,	31,Yucatán,2518.000,528.000,11328.000,224485.000,233440.000,Cifras definitivas
327,2016,	07,SS,	01,Aguascalientes,1963.000,482.000,21302.000,429933.000,406186.000,Cifras definitivas
327,2016,	07,SS,	02,Baja California,5674.000,1174.000,89754.000,627931.000,616865.000,Cifras definitivas
327,2016,	07,SS,	05,Coahuila de Zaragoza,5984.000,1265.000,69096.000,1094829.000,1116779.000,Cifras definitivas
327,2016,	07,SS,	06,Colima,360.000,79.000,8041.000,210656.000,209154.000,Cifras definitivas
327,2016,	07,SS,	07,Chiapas,303.000,66.000,2645.000,30200.000,30200.000,Cifras definitivas
327,2016,	07,SS,	08,Chihuahua,4695.000,1099.000,89749.000,854389.000,775244.000,Cifras definitivas
327,2016,	07,SS,	09,Ciudad de México,4118.000,854.000,30207.000,660635.000,699713.000,Cifras definitivas
327,2016,	07,SS,	10,Durango,1557.000,320.000,10606.000,61841.000,61883.000,Cifras definitivas
327,2016,	07,SS,	11,Guanajuato,3716.000,833.000,19538.000,432632.000,426144.000,Cifras definitivas
327,2016,	07,SS,	13,Hidalgo,3206.000,685.000,42971.000,1805143.000,1797758.000,Cifras definitivas
327,2016,	07,SS,	14,Jalisco,4322.000,886.000,45704.000,1043776.000,1048759.000,Cifras definitivas
327,2016,	07,SS,	15,México,15398.000,3335.000,177728.000,2187229.000,2130374.000,Cifras definitivas
327,2016,	07,SS,	16,Michoacán de Ocampo,341.000,73.000,3014.000,67332.000,72612.000,Cifras definitivas
327,2016,	07,SS,	17,Morelos,2685.000,530.000,7312.000,1150833.000,1165949.000,Cifras definitivas
327,2016,	07,SS,	18,Nayarit,80.000,19.000,659.000,12389.000,12189.000,Cifras definitivas
327,2016,	07,SS,	19,Nuevo León,24156.000,5576.000,203458.000,3024180.000,2970101.000,Cifras definitivas
327,2016,	07,SS,	20,Oaxaca,841.000,190.000,25994.000,322480.000,324396.000,Cifras definitivas
327,2016,	07,SS,	21,Puebla,2259.000,495.000,8413.000,1107364.000,1110393.000,Cifras definitivas
327,2016,	07,SS,	22,Querétaro de Arteaga,3304.000,747.000,38130.000,589451.000,554696.000,Cifras definitivas
327,2016,	07,SS,	23,Quintana Roo,645.000,134.000,328.000,77275.000,72994.000,Cifras definitivas
327,2016,	07,SS,	24,San Luis Potosí,4422.000,985.000,28080.000,1457302.000,1433263.000,Cifras definitivas
327,2016,	07,SS,	25,Sinaloa,714.000,140.000,3582.000,60475.000,68716.000,Cifras definitivas
327,2016,	07,SS,	26,Sonora,1774.000,375.000,19336.000,783720.000,783088.000,Cifras definitivas
327,2016,	07,SS,	27,Tabasco,364.000,79.000,7342.000,189423.000,187953.000,Cifras definitivas
327,2016,	07,SS,	28,Tamaulipas,3092.000,556.000,37364.000,120541.000,117077.000,Cifras definitivas
327,2016,	07,SS,	29,Tlaxcala,4777.000,1068.000,24516.000,774810.000,760582.000,Cifras definitivas
327,2016,	07,SS,	30,Veracruz de Ignacio de la Llave,3025.000,655.000,51280.000,823179.000,792472.000,Cifras definitivas
327,2016,	07,SS,	31,Yucatán,2014.000,416.000,12524.000,353966.000,353959.000,Cifras definitivas
327,2016,	07,SS,	32,Zacatecas,723.000,151.000,9461.000,55902.000,52723.000,Cifras definitivas
331,2016,	07,SS,	02,Baja California,4079.000,748.000,40367.000,464288.000,459460.000,Cifras definitivas
331,2016,	07,SS,	05,Coahuila de Zaragoza,16037.000,3407.000,450939.000,11907630.000,11367961.000,Cifras definitivas
331,2016,	07,SS,	08,Chihuahua,3791.000,693.000,46949.000,4013.000,4013.000,Cifras definitivas
331,2016,	07,SS,	09,Ciudad de México,1773.000,374.000,8337.000,602014.000,599807.000,Cifras definitivas
331,2016,	07,SS,	10,Durango,1136.000,237.000,6847.000,164355.000,162081.000,Cifras definitivas
331,2016,	07,SS,	11,Guanajuato,3203.000,719.000,36583.000,2165160.000,2147432.000,Cifras definitivas
331,2016,	07,SS,	13,Hidalgo,3310.000,638.000,34548.000,423547.000,428090.000,Cifras definitivas
331,2016,	07,SS,	14,Jalisco,2677.000,551.000,20739.000,946327.000,893340.000,Cifras definitivas
331,2016,	07,SS,	15,México,6957.000,1481.000,57272.000,1916516.000,1851229.000,Cifras definitivas
331,2016,	07,SS,	19,Nuevo León,24623.000,5119.000,375936.000,10036936.000,9813314.000,Cifras definitivas
331,2016,	07,SS,	21,Puebla,1397.000,295.000,17964.000,685817.000,686186.000,Cifras definitivas
331,2016,	07,SS,	22,Querétaro de Arteaga,1175.000,239.000,12705.000,246259.000,241532.000,Cifras definitivas
331,2016,	07,SS,	24,San Luis Potosí,7394.000,1611.000,75066.000,3172130.000,2954790.000,Cifras definitivas
331,2016,	07,SS,	26,Sonora,1625.000,331.000,29873.000,3389179.000,3375001.000,Cifras definitivas
331,2016,	07,SS,	29,Tlaxcala,988.000,223.000,4916.000,737240.000,596853.000,Cifras definitivas
331,2016,	07,SS,	30,Veracruz de Ignacio de la Llave,7214.000,1621.000,149616.000,3309822.000,2779309.000,Cifras definitivas
332,2016,	07,SS,	01,Aguascalientes,2223.000,431.653,13471.000,118163.000,114840.000,Cifras definitivas
332,2016,	07,SS,	02,Baja California,21782.000,4188.460,312281.000,491798.000,493420.000,Cifras definitivas
332,2016,	07,SS,	05,Coahuila de Zaragoza,11182.000,2260.510,94603.000,1013992.000,1003986.000,Cifras definitivas
332,2016,	07,SS,	08,Chihuahua,8890.000,1760.782,99598.000,375455.000,344416.000,Cifras definitivas
332,2016,	07,SS,	09,Ciudad de México,7339.000,1415.909,94816.000,1093579.000,945107.000,Cifras definitivas
332,2016,	07,SS,	10,Durango,1465.000,310.241,14129.000,78979.000,81468.000,Cifras definitivas
332,2016,	07,SS,	11,Guanajuato,7153.000,1514.141,70361.000,2469955.000,2431634.000,Cifras definitivas
332,2016,	07,SS,	13,Hidalgo,2921.000,514.595,15623.000,120515.000,118721.000,Cifras definitivas
332,2016,	07,SS,	14,Jalisco,14046.000,2765.757,104331.000,1429910.000,1427548.000,Cifras definitivas
332,2016,	07,SS,	15,México,22538.000,4215.409,147654.000,2092139.000,2111322.000,Cifras definitivas
332,2016,	07,SS,	16,Michoacán de Ocampo,249.000,56.526,5051.000,99861.000,58659.000,Cifras definitivas
332,2016,	07,SS,	17,Morelos,1462.000,332.391,20385.000,189970.000,177966.000,Cifras definitivas
332,2016,	07,SS,	19,Nuevo León,26281.000,5364.345,380543.000,5035742.000,4832540.000,Cifras definitivas
332,2016,	07,SS,	21,Puebla,2917.000,610.742,39976.000,1083904.000,1056912.000,Cifras definitivas
332,2016,	07,SS,	22,Querétaro de Arteaga,6979.000,1364.470,62580.000,1092573.000,1105245.000,Cifras definitivas
332,2016,	07,SS,	24,San Luis Potosí,2366.000,491.008,28967.000,433638.000,435318.000,Cifras definitivas
332,2016,	07,SS,	25,Sinaloa,1823.000,386.908,3223.000,288497.000,289493.000,Cifras definitivas
332,2016,	07,SS,	26,Sonora,4376.000,856.620,53935.000,10105.000,10115.000,Cifras definitivas
332,2016,	07,SS,	28,Tamaulipas,7906.000,1631.619,134246.000,729396.000,802580.000,Cifras definitivas
332,2016,	07,SS,	30,Veracruz de Ignacio de la Llave,834.000,167.392,18621.000,209733.000,211031.000,Cifras definitivas
332,2016,	07,SS,	32,Zacatecas,439.000,91.575,,261614.000,241137.000,Cifras definitivas
333,2016,	07,SS,	01,Aguascalientes,1219.000,250.000,15440.000,58081.000,58081.000,Cifras definitivas
333,2016,	07,SS,	02,Baja California,6705.000,1285.000,92423.000,101043.000,101043.000,Cifras definitivas
333,2016,	07,SS,	05,Coahuila de Zaragoza,11884.000,2199.000,151743.000,2077579.000,2145577.000,Cifras definitivas
333,2016,	07,SS,	08,Chihuahua,10242.000,1757.000,120346.000,608725.000,779085.000,Cifras definitivas
333,2016,	07,SS,	09,Ciudad de México,3206.000,606.000,51006.000,213950.000,208630.000,Cifras definitivas
333,2016,	07,SS,	10,Durango,1903.000,364.000,11094.000,251567.000,248858.000,Cifras definitivas
333,2016,	07,SS,	11,Guanajuato,1555.000,305.000,20404.000,140541.000,148071.000,Cifras definitivas
333,2016,	07,SS,	13,Hidalgo,367.000,68.000,11102.000,70706.000,70706.000,Cifras definitivas
333,2016,	07,SS,	14,Jalisco,3842.000,765.000,47313.000,270428.000,287890.000,Cifras definitivas
333,2016,	07,SS,	15,México,7523.000,1444.000,175937.000,795317.000,804699.000,Cifras definitivas
333,2016,	07,SS,	16,Michoacán de Ocampo,557.000,109.000,7009.000,26684.000,26684.000,Cifras definitivas
333,2016,	07,SS,	17,Morelos,489.000,90.000,8369.000,44610.000,39779.000,Cifras definitivas
333,2016,	07,SS,	19,Nuevo León,22618.000,4547.000,222624.000,4523294.000,4547168.000,Cifras definitivas
333,2016,	07,SS,	21,Puebla,1518.000,314.000,20746.000,268056.000,264884.000,Cifras definitivas
333,2016,	07,SS,	22,Querétaro de Arteaga,8102.000,1534.000,155887.000,1276243.000,1283199.000,Cifras definitivas
333,2016,	07,SS,	24,San Luis Potosí,4092.000,843.000,84428.000,319292.000,304596.000,Cifras definitivas
333,2016,	07,SS,	25,Sinaloa,817.000,177.000,8249.000,11297.000,10937.000,Cifras definitivas
333,2016,	07,SS,	26,Sonora,3042.000,530.000,49133.000,32631.000,36258.000,Cifras definitivas
333,2016,	07,SS,	28,Tamaulipas,13995.000,2692.000,196143.000,256187.000,256190.000,Cifras definitivas
333,2016,	07,SS,	31,Yucatán,850.000,171.000,,55561.000,55799.000,Cifras definitivas
334,2016,	07,SS,	01,Aguascalientes,9451.000,2276.000,146182.000,253943.000,253943.000,Cifras definitivas
334,2016,	07,SS,	02,Baja California,67048.000,12512.000,907931.000,330.000,330.000,Cifras definitivas
334,2016,	07,SS,	05,Coahuila de Zaragoza,5827.000,1041.000,57487.000,48781.000,56114.000,Cifras definitivas
334,2016,	07,SS,	08,Chihuahua,67463.000,11671.000,807058.000,188639.000,198315.000,Cifras definitivas
334,2016,	07,SS,	09,Ciudad de México,3769.000,751.000,21143.000,135826.000,118386.000,Cifras definitivas
334,2016,	07,SS,	14,Jalisco,46826.000,9344.000,580996.000,2335967.000,2297680.000,Cifras definitivas
334,2016,	07,SS,	15,México,2782.000,582.000,42945.000,535180.000,289370.000,Cifras definitivas
334,2016,	07,SS,	19,Nuevo León,13651.000,2842.000,116260.000,1175153.000,1112302.000,Cifras definitivas
334,2016,	07,SS,	22,Querétaro de Arteaga,6596.000,1229.000,84091.000,815159.000,814157.000,Cifras definitivas
334,2016,	07,SS,	24,San Luis Potosí,1361.000,274.000,11225.000,,,Cifras definitivas
334,2016,	07,SS,	26,Sonora,17272.000,3295.000,237047.000,139421.000,189774.000,Cifras definitivas
334,2016,	07,SS,	28,Tamaulipas,45211.000,9078.000,524769.000,90915.000,90915.000,Cifras definitivas
335,2016,	07,SS,	02,Baja California,15919.000,2881.000,228617.000,79926.000,79926.000,Cifras definitivas
335,2016,	07,SS,	05,Coahuila de Zaragoza,15021.000,2880.000,111501.000,1251579.000,1236202.000,Cifras definitivas
335,2016,	07,SS,	08,Chihuahua,28749.000,5252.000,263813.000,60133.000,63812.000,Cifras definitivas
335,2016,	07,SS,	09,Ciudad de México,6158.000,1166.000,91819.000,1354471.000,1348218.000,Cifras definitivas
335,2016,	07,SS,	11,Guanajuato,7306.000,1587.000,37367.000,1424779.000,1432997.000,Cifras definitivas
335,2016,	07,SS,	14,Jalisco,2111.000,407.000,29458.000,552299.000,538300.000,Cifras definitivas
335,2016,	07,SS,	15,México,10804.000,2091.000,94402.000,1414086.000,1413637.000,Cifras definitivas
335,2016,	07,SS,	19,Nuevo León,39668.000,8060.000,438062.000,5013250.000,4908770.000,Cifras definitivas
335,2016,	07,SS,	22,Querétaro de Arteaga,12399.000,2357.000,124444.000,2664984.000,3070320.000,Cifras definitivas
335,2016,	07,SS,	24,San Luis Potosí,11729.000,2741.000,113563.000,2739603.000,2673389.000,Cifras definitivas
335,2016,	07,SS,	26,Sonora,8053.000,1658.000,116967.000,0.000,0.000,Cifras definitivas
335,2016,	07,SS,	28,Tamaulipas,22569.000,4394.000,298520.000,18031.000,19557.000,Cifras definitivas
336,2016,	07,SS,	01,Aguascalientes,29838.000,5253.000,580126.000,12185680.000,14178444.000,Cifras definitivas
336,2016,	07,SS,	02,Baja California,32059.000,6061.000,562077.000,4542487.000,4689692.000,Cifras definitivas
336,2016,	07,SS,	05,Coahuila de Zaragoza,156417.000,28800.000,1482386.000,35707762.000,36670987.000,Cifras definitivas
336,2016,	07,SS,	07,Chiapas,3413.000,658.000,,352542.000,351359.000,Cifras definitivas
336,2016,	07,SS,	08,Chihuahua,164607.000,26368.000,1731337.000,1518024.000,1546197.000,Cifras definitivas
336,2016,	07,SS,	09,Ciudad de México,7046.000,1279.000,85274.000,629544.000,610633.000,Cifras definitivas
336,2016,	07,SS,	10,Durango,24383.000,4144.000,227485.000,103138.000,106766.000,Cifras definitivas
336,2016,	07,SS,	11,Guanajuato,64134.000,12351.000,672703.000,25412331.000,25662926.000,Cifras definitivas
336,2016,	07,SS,	13,Hidalgo,6296.000,1163.000,,1110771.000,1094135.000,Cifras definitivas
336,2016,	07,SS,	14,Jalisco,20731.000,3908.000,161254.000,5237094.000,5077655.000,Cifras definitivas
336,2016,	07,SS,	15,México,44683.000,8438.000,491652.000,15736956.000,15916250.000,Cifras definitivas
336,2016,	07,SS,	19,Nuevo León,71181.000,13791.000,895200.000,15896471.000,15365720.000,Cifras definitivas
336,2016,	07,SS,	21,Puebla,37816.000,7265.000,931332.000,19181358.000,17807231.000,Cifras definitivas
336,2016,	07,SS,	22,Querétaro de Arteaga,36756.000,7128.000,471732.000,5194724.000,5131511.000,Cifras definitivas
336,2016,	07,SS,	24,San Luis Potosí,37184.000,7440.000,465705.000,10940281.000,10035910.000,Cifras definitivas
336,2016,	07,SS,	25,Sinaloa,8539.000,1285.000,68983.000,,,Cifras definitivas
336,2016,	07,SS,	26,Sonora,33471.000,6271.000,367514.000,8966330.000,8744773.000,Cifras definitivas
336,2016,	07,SS,	28,Tamaulipas,79123.000,14657.000,847000.000,613009.000,591109.000,Cifras definitivas
336,2016,	07,SS,	29,Tlaxcala,7254.000,1314.000,39562.000,751105.000,716487.000,Cifras definitivas
336,2016,	07,SS,	30,Veracruz de Ignacio de la Llave,1416.000,300.000,,346717.000,332295.000,Cifras definitivas
336,2016,	07,SS,	31,Yucatán,1627.000,327.000,15084.000,59434.000,59434.000,Cifras definitivas
336,2016,	07,SS,	32,Zacatecas,16209.000,2803.000,176903.000,561514.000,567840.000,Cifras definitivas
337,2016,	07,SS,	01,Aguascalientes,2729.000,536.000,8066.000,151832.000,144978.000,Cifras definitivas
337,2016,	07,SS,	02,Baja California,14295.000,2619.000,143224.000,84051.000,84051.000,Cifras definitivas
337,2016,	07,SS,	05,Coahuila de Zaragoza,2208.000,388.000,24260.000,90182.000,82161.000,Cifras definitivas
